"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"RILINFRA","Rachana Infrastructure Limited","7(2)","JAYDEEP GIRISHBHAI RAVAL","Promoter Group","Equity Shares","1508460","8.11",,"3300","101079","Buy","Equity Shares","1511760","8.13","21-Jan-2026","21-Jan-2026","22-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jan-2026 12:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193040_1607956_22012026121639_WEB.xml"
"KPEL","K.P. Energy Limited","7(2)","Farukbhai Gulambhai Patel","Promoters","Equity Shares","29891236","44.68",,"688800","283785600","Buy","Equity Shares","30580036","45.24","21-Jan-2026","21-Jan-2026","21-Jan-2026","Conversion of security","-","-","0","0","0","0","NA","-","21-Jan-2026 23:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193038_1607825_21012026111332_WEB.xml"
"AMEYA","Ameya Precision Engineers Limited","7(2)","BIPIN SHIRISH PANDE","Promoters","Equity Shares","1819700","24.26",,"4000","371840","Buy","Equity Shares","1823700","24.31","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 20:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193036_1607725_21012026080018_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","7993090","0.3",,"5156","8610520","Sell","Equity Shares","7987934","0.29","16-Jan-2026","16-Jan-2026","20-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193034_1607612_21012026070630_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Sangamesh Vinayagamurthy","-","Equity Shares","2455","0",,"3319","5542730","Buy","Equity Shares","5774","0","16-Jan-2026","16-Jan-2026","20-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193034_1607612_21012026070630_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Vineet Shukla","-","Equity Shares","1","0",,"1106","1845361","Buy","Equity Shares","1107","0","15-Jan-2026","15-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193032_1607599_21012026070357_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8000542","0.3",,"7452","12433662","Sell","Equity Shares","7993090","0.3","15-Jan-2026","15-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193032_1607599_21012026070357_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Thimmaiah Pandanda Changappa","-","Equity Shares","5000","0",,"2186","3647341","Buy","Equity Shares","7186","0","15-Jan-2026","15-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","21-Jan-2026 19:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193032_1607599_21012026070357_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Balasubramanian Kalyan Kumar","-","Equity Shares","25166","0",,"10000","17092199","Sell","Equity Shares","15166","0","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193030_1607567_21012026065017_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Astik Mani Tripathi","Promoters","Equity Shares","360000","3.04",,"10000","3190510","Buy","Equity Shares","370000","3.13","21-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193028_1607517_21012026062739_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Urmila Tripathi","Promoter Group","Equity Shares","2000","0.02",,"2400","956189","Buy","Equity Shares","4400","0.04","05-Jan-2026","14-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193028_1607517_21012026062739_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Urmila Tripathi","Promoter Group","Equity Shares","4400","0.04",,"600","236952","Sell","Equity Shares","3800","0.03","14-Jan-2026","14-Jan-2026","19-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193028_1607517_21012026062739_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Urmila Tripathi","Promoter Group","Equity Shares","3800","0.03",,"2200","759372","Buy","Equity Shares","6000","0.05","20-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193028_1607517_21012026062739_WEB.xml"
"OBSCP","OBSC Perfection Limited","7(2)","Omega Bright Steel & Components Private Limited","Promoters","Equity Shares","8988600","36.76",,"34800","10756000","Buy","Equity Shares","9023400","36.9","19-Jan-2026","20-Jan-2026","20-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 17:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193026_1607275_21012026051407_WEB.xml"
"OBSCP","OBSC Perfection Limited","7(2)","Sanjeev Verma","Promoters","Equity Shares","-","0",,"4000","1222000","Buy","Equity Shares","4000","0.02","20-Jan-2026","21-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 17:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193026_1607275_21012026051407_WEB.xml"
"ADOR","Ador Welding Limited","7(2)","DEEP ASHDA LALVANI","Promoters","Equity Shares","19589","0.11",,"1101","1102115","Buy","Equity Shares","20690","0.12","20-Jan-2026","20-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 16:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193024_1607178_21012026044720_WEB.xml"
"ADOR","Ador Welding Limited","7(2)","DEEP ASHDA LALVANI","Promoters","Equity Shares","19489","0.11",,"100","102500","Buy","Equity Shares","19589","0.11","19-Jan-2026","19-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 16:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193024_1607178_21012026044720_WEB.xml"
"DHARARAIL","Dhara Rail Projects Limited","7(2)","Medha Family Office LLP","Promoter Group","Equity Shares","147000","0.97",,"24000","2619096","Buy","Equity Shares","171000","1.13","20-Jan-2026","20-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 15:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193022_1607020_21012026035132_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5956581","32.02",,"1300","41015","Buy","Equity Shares","5957881","32.02","20-Jan-2026","20-Jan-2026","21-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","21-Jan-2026 15:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193020_1607003_21012026034347_WEB.xml"
"RSYSTEMS","R Systems International Limited","7(2)","Arun Raghavapudi","Employees/Designated Employees","Equity Shares","4905","0",,"4905","1932815","Buy","Equity Shares","9810","0.01","17-Jan-2026","17-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","20-Jan-2026 20:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193017_1606377_20012026083017_WEB.xml"
"RSYSTEMS","R Systems International Limited","7(2)","Nand Lal Sardana","Key Managerial Personnel","Equity Shares","200695","0.17",,"4905","1932815","Buy","Equity Shares","205600","0.17","17-Jan-2026","17-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","20-Jan-2026 20:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193017_1606377_20012026083017_WEB.xml"
"RSYSTEMS","R Systems International Limited","7(2)","Avirag Jain","Employees/Designated Employees","Equity Shares","5005","0",,"4905","1932815","Buy","Equity Shares","9910","0.01","17-Jan-2026","17-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","20-Jan-2026 20:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193017_1606377_20012026083017_WEB.xml"
"SHRIKANHA","Shri Kanha Stainless Limited","7(2)","Shashank Agrawal","Promoters","Equity Shares","2558800","16.42",,"17600","609329","Buy","Equity Shares","2576400","16.53","19-Jan-2026","19-Jan-2026","20-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jan-2026 18:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193014_1606070_20012026061823_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1548912","48.01",,"300","48600","Buy","Equity Shares","1549212","48.02","19-Jan-2026","20-Jan-2026","20-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jan-2026 18:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193012_1606050_20012026061028_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","MUNDRA .","Other","Equity Shares","18922","0.01",,"4000","6000000","Sell","Equity Shares","14922","0.01","19-Dec-2025","19-Dec-2025","17-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","20-Jan-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193010_1605707_20012026044403_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","MUNDRA .","Other","Equity Shares","14922","0.01",,"3246","5355900","Sell","Equity Shares","11676","0.01","19-Dec-2025","19-Dec-2025","17-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","20-Jan-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193010_1605707_20012026044403_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","MUNDRA .","Other","Equity Shares","11676","0.01",,"4400","7480000","Sell","Equity Shares","7276","0","19-Dec-2025","19-Dec-2025","17-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","20-Jan-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193010_1605707_20012026044403_WEB.xml"
"REXPIPES","Rex Pipes And Cables Industries Limited","7(2)","KOHIL","Promoter Group","Equity Shares","162500","1.72",,"162500","1625000","Sell","Equity Shares","Nil","0","16-Jan-2026","19-Jan-2026","19-Jan-2026","Gift","-","-","0","0","0","0","NSE","-","20-Jan-2026 12:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193008_1605114_20012026121001_WEB.xml"
"REXPIPES","Rex Pipes And Cables Industries Limited","7(2)","RAGHUNATH SINGH","Promoter Group","Equity Shares","516250","5.46",,"516250","516250","Sell","Equity Shares","Nil","0","16-Jan-2026","19-Jan-2026","19-Jan-2026","Gift","-","-","0","0","0","0","NSE","-","20-Jan-2026 12:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193008_1605114_20012026121001_WEB.xml"
"REXPIPES","Rex Pipes And Cables Industries Limited","7(2)","MR. SHARWAN KUMAR KALER","Promoters","Equity Shares","1878500","19.88",,"1838500","18385000","Buy","Equity Shares","3717000","39.33","16-Jan-2026","19-Jan-2026","19-Jan-2026","Gift","-","-","0","0","0","0","NSE","-","20-Jan-2026 12:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193008_1605114_20012026121001_WEB.xml"
"REXPIPES","Rex Pipes And Cables Industries Limited","7(2)","BAJRANG LAL","Promoter Group","Equity Shares","689250","7.29",,"689250","6892500","Sell","Equity Shares","Nil","0","16-Jan-2026","19-Jan-2026","19-Jan-2026","Gift","-","-","0","0","0","0","NSE","-","20-Jan-2026 12:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193008_1605114_20012026121001_WEB.xml"
"REXPIPES","Rex Pipes And Cables Industries Limited","7(2)","DHANI DEVI","Promoter Group","Equity Shares","470500","4.98",,"470500","4705000","Sell","Equity Shares","Nil","0","16-Jan-2026","19-Jan-2026","19-Jan-2026","Gift","-","-","0","0","0","0","NSE","-","20-Jan-2026 12:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193008_1605114_20012026121001_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1548312","47.99",,"600","97200","Buy","Equity Shares","1548912","48.01","16-Jan-2026","19-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jan-2026 11:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193006_1605031_20012026112108_WEB.xml"
"INFY","Infosys Limited","7(2)","Ashiss Kumar Dash","-","ADR/GDR/FCCB","112424","0",,"3907","6632500","Buy","ADR/GDR/FCCB","116331","0","14-Jan-2026","14-Jan-2026","14-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","19-Jan-2026 21:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193004_1604931_19012026091448_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3602895","39.54",,"600","81900","Buy","Equity Shares","3603495","39.55","19-Jan-2026","19-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jan-2026 20:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193002_1604900_19012026082658_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3603495","39.55",,"600","80790","Buy","Equity Shares","3604095","39.56","19-Jan-2026","19-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jan-2026 20:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193002_1604900_19012026082658_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3604095","39.56",,"4800","625824","Buy","Equity Shares","3608895","39.61","19-Jan-2026","19-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jan-2026 20:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193002_1604900_19012026082658_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3608895","39.61",,"1200","154416","Buy","Equity Shares","3610095","39.63","19-Jan-2026","19-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jan-2026 20:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193002_1604900_19012026082658_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Ignatius Navil Noronha","Director","Equity Shares","12564572","1.93",,"20000","75399000","Sell","Equity Shares","12544572","1.93","16-Jan-2026","16-Jan-2026","17-Jan-2025","Market Sale","-","-","0","0","0","0","NSE","-","19-Jan-2026 17:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193000_1604569_19012026055145_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Ravi Prakash Sharma","-","Equity Shares","135700","0.02",,"25000","94392500","Pledge","Equity Shares","135700","0.02","19-Jan-2026","19-Jan-2026","19-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","19-Jan-2026 17:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193000_1604569_19012026055145_WEB.xml"
"RAPPID","Rappid Valves (India) Limited","7(2)","Gaurav Vijay Dalal","Promoters","Equity Shares","2493436","48.02",,"3000","751020","Buy","Equity Shares","2496436","48.08","14-Jan-2026","14-Jan-2026","16-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jan-2026 17:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192998_1604447_19012026051645_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","918084","0.14",,"1412","2824","Sell","Equity Shares","916672","0.14","16-Jan-2026","16-Jan-2026","19-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","19-Jan-2026 15:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192996_1604113_19012026032128_WEB.xml"
"TEJASCARGO","Tejas Cargo India Limited","7(2)","Manish Bindal","Promoters","Equity Shares","9004206","37.69",,"9200","2758511","Buy","Equity Shares","9013406","37.72","16-Jan-2026","16-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jan-2026 14:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192994_1603984_19012026020436_WEB.xml"
"SHRIKANHA","Shri Kanha Stainless Limited","7(2)","Shashank Agrawal","Promoters","Equity Shares","2550800","16.37",,"8000","270590","Buy","Equity Shares","2558800","16.42","16-Jan-2026","16-Jan-2026","17-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jan-2026 12:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192991_1603787_19012026120740_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5956081","32.01",,"500","17250","Buy","Equity Shares","5956581","32.02","16-Jan-2026","16-Jan-2026","19-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jan-2026 11:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192989_1603715_19012026112017_WEB.xml"
"MAANALU","Maan Aluminium Limited","7(2)","ALKA JAIN","Promoters","Equity Shares","5408496","10",,"210000","29610000","Buy","Equity Shares","5618496","9.37","16-Jan-2026","16-Jan-2026","16-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","17-Jan-2026 21:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192986_1603573_17012026093630_WEB.xml"
"MAANALU","Maan Aluminium Limited","7(2)","DIPTI JAIN","Promoters","Equity Shares","2704272","5",,"105000","14805000","Buy","Equity Shares","2809272","4.68","16-Jan-2026","16-Jan-2026","16-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","17-Jan-2026 21:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192986_1603573_17012026093630_WEB.xml"
"MAANALU","Maan Aluminium Limited","7(2)","Ravinder Nath Jain","Promoters","Equity Shares","21016832","38.86",,"1226500","172936500","Buy","Equity Shares","22243332","37.08","16-Jan-2026","16-Jan-2026","16-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","17-Jan-2026 21:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192986_1603573_17012026093630_WEB.xml"
"MAANALU","Maan Aluminium Limited","7(2)","PRITI JAIN","Promoters","Equity Shares","2707968","5.01",,"105000","14805000","Buy","Equity Shares","2812968","4.69","16-Jan-2026","16-Jan-2026","16-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","17-Jan-2026 21:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192986_1603573_17012026093630_WEB.xml"
"GPECO","GP Eco Solutions India Limited","7(2)","Pradeep Kumar Pandey","Promoter Group","Equity Shares","56400","0.48",,"12200","4774348","Buy","Equity Shares","68600","0.58","14-Jan-2026","16-Jan-2026","16-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jan-2026 18:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192984_1603528_17012026064552_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Pushpa Pungalia","Promoter Group","Equity Shares","4090000","3.28",,"1200000","60492000","Pledge","Equity Shares","4090000","3.28","09-Jan-2026","09-Jan-2026","17-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","17-Jan-2026 18:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192982_1603506_17012026062525_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"350000","17643500","Pledge","Equity Shares","8220000","6.59","09-Jan-2026","09-Jan-2026","17-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","17-Jan-2026 18:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192982_1603506_17012026062525_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Vijay Punglia","Promoter Group","Equity Shares","5290000","4.24",,"4500000","226845000","Pledge","Equity Shares","5290000","4.24","09-Jan-2026","09-Jan-2026","17-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","17-Jan-2026 18:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192982_1603506_17012026062525_WEB.xml"
"HEG","HEG Limited","7(2)","Nivedan Churiwal","Promoter Group","Equity Shares","Nil","0",,"3935","2364853","Buy","Equity Shares","3935","0","30-Dec-2025","30-Dec-2025","17-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jan-2026 18:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192979_1603491_17012026061025_WEB.xml"
"HEG","HEG Limited","7(2)","Sudha Churiwal","Promoter Group","Equity Shares","Nil","0",,"895","539806","Buy","Equity Shares","895","0","30-Dec-2025","30-Dec-2025","17-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jan-2026 18:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192979_1603491_17012026061025_WEB.xml"
